scope,key,n,samples,samples_below,below_loq,loq_gt_30pct_eqs,below_loq_no_loq,no_loq_any,qc_loq_unknown,declared_and_bounded,declared_not_bounded,undeclared_but_bounded,silent,has_eqs,loq_gt_eqs,censored,censored_with_value
substance,Silicate,2688,25153,0,8,0,0,2289,0,399,8,0,2281,0,0,8,8
substance,Chlordane,2650,18291,8655,2228,0,0,422,422,2218,0,10,422,0,0,2217,2217
substance,"Total DDT (DDT, p,p' + DDT, o,p' + DDE, p,p' + DDD, p,p')",2593,15504,14705,2501,0,0,88,88,2505,0,0,88,0,0,2484,2229
substance,Fenthion,2547,11905,11894,2547,0,0,0,0,2547,0,0,0,0,0,2547,2547
substance,Chlorinated benzene,2540,10210,10188,2540,0,0,0,0,2540,0,0,0,0,0,2538,2538
substance,"1,2-dichloropropane",2509,13217,12624,2440,0,0,69,69,2437,0,3,69,0,0,2435,2435
substance,Cadusafos,2473,12471,12471,2473,0,0,0,0,2473,0,0,0,0,0,2473,2473
substance,Phenol,2458,19442,18192,2440,0,0,11,11,2447,0,0,11,0,0,2355,2355
substance,Octylphenol,2452,24050,20067,2370,0,0,46,46,2406,0,0,46,0,0,2348,2334
substance,"1,1,2,2-tetrachloroethane",2422,9358,9227,2407,0,0,15,15,2401,0,6,15,0,0,2400,2400
substance,MCPB,2380,25794,24114,2245,0,0,128,128,2252,0,0,128,0,0,2233,2233
substance,Fenpropimorph,2337,24225,23758,2324,0,0,6,6,2331,0,0,6,0,0,2312,2312
substance,Bisphenol A,2316,21497,14614,2190,2263,0,44,44,2272,0,0,44,2316,2263,1410,1410
substance,2-chlorotoluene,2315,16501,15436,2168,0,0,147,147,2168,0,0,147,0,0,2168,2168
substance,Uranium,2313,20624,5583,1215,0,0,294,294,2017,0,2,294,0,0,1095,1095
substance,Epoxiconazole,2300,27102,26508,2299,0,0,0,0,2290,0,10,0,0,0,2227,2227
substance,Chromium (VI),2296,9480,9453,2291,0,0,0,0,2296,0,0,0,0,0,2286,2286
substance,"2,6-dichlorobenzamide",2278,17590,13376,2166,0,0,102,102,2176,0,0,102,0,0,2043,2043
substance,Strontium,2269,12853,2310,549,0,0,148,148,2121,0,0,148,0,0,214,214
substance,Tri-allate,2266,13571,13511,2266,0,0,0,0,2266,0,0,0,0,0,2259,2259
substance,Detergents,2253,55003,513,131,0,0,1966,0,287,0,0,1966,0,0,120,120
substance,Diflufenican,2235,16723,15179,2148,0,0,2,2,2228,0,5,2,0,0,2031,2031
substance,"trans-1,3-dichloropropene",2230,9392,9390,2230,0,0,0,0,2230,0,0,0,0,0,2229,2229
substance,Hydroxyterbuthylazine,2223,23674,12593,1685,0,0,0,0,2223,0,0,0,0,0,1189,1189
substance,Bromobenzene,2199,13048,13048,2199,0,0,0,0,2199,0,0,0,0,0,2199,2199
substance,Dimethachlor,2196,24702,24015,2196,0,0,0,0,2196,0,0,0,0,0,2107,2107
substance,Hydroxyatrazine,2142,21457,13631,1842,0,0,0,0,2142,0,0,0,0,0,1431,1431
substance,Clopyralid,2126,13854,8204,2051,0,0,66,66,2060,0,0,66,0,0,1963,1963
substance,Metolachlor OA,2093,20944,13511,1817,0,0,0,0,2093,0,0,0,0,0,1271,1271
substance,Metolachlor ESA,2090,20906,7586,1157,0,0,0,0,2090,0,0,0,0,0,746,746
substance,Acetochlor ESA,2085,20776,13585,1743,0,0,0,0,2085,0,0,0,0,0,1406,1406
substance,Acetochlor OA,2085,20778,18840,2039,0,0,0,0,2085,0,0,0,0,0,1878,1878
substance,Alachlor ESA,2083,20754,9610,1329,0,0,0,0,2083,0,0,0,0,0,989,989
substance,Alachlor OA,2083,20755,20411,2073,0,0,0,0,2083,0,0,0,0,0,2048,2048
substance,Prometon,2071,13194,11784,1909,0,0,162,162,1909,0,0,162,0,0,1908,1908
substance,PFOA,2042,16125,15256,1997,0,0,3,3,2039,0,0,3,0,0,1883,1883
substance,Ammonia,2041,16022,12752,1956,0,0,0,0,2041,0,0,0,0,0,1382,1382
substance,Methamidophos,2035,13820,4895,1672,0,0,363,363,1658,0,14,363,0,0,1657,1657
substance,n-propylbenzene,2023,11688,11676,2023,0,0,0,0,2023,0,0,0,0,0,2022,2022
substance,Chlorsulfuron,1957,13748,8940,1937,0,0,12,12,1945,0,0,12,0,0,1927,1927
substance,Chloroethene (vinylchloride),1946,15068,13906,1807,0,0,138,138,1806,0,2,138,0,0,1793,1793
substance,Demeton-S-methyl,1922,14335,4223,1445,0,0,477,477,1437,0,8,477,0,0,1436,1436
substance,Fenchlorphos,1857,11457,11457,1857,0,0,0,0,1857,0,0,0,0,0,1857,1857
substance,Bromoxynil,1851,16845,9019,1707,0,0,142,142,1699,0,10,142,0,0,1694,1694
substance,Methiocarb,1849,11847,11805,1849,0,0,0,0,1849,0,0,0,0,0,1845,1845
substance,"1,3,5-trimethylbenzene",1842,12229,12225,1842,0,0,0,0,1842,0,0,0,0,0,1842,1842
substance,"1,1,1,2-tetrachloroethane",1838,10516,10516,1838,0,0,0,0,1838,0,0,0,0,0,1838,1838
substance,Metazachlor ESA,1800,17337,3603,665,0,0,0,0,1800,0,0,0,0,0,318,318
substance,Benfluralin,1761,13375,4217,1431,0,0,330,330,1431,0,0,330,0,0,1431,1431
substance,Sebuthylazine,1754,13025,11813,1644,0,0,109,109,1645,0,0,109,0,0,1642,1642
substance,sec-butylbenzene,1682,10917,10914,1682,0,0,0,0,1682,0,0,0,0,0,1682,1682
substance,Pentabromodiphenylether,1676,12673,4629,1163,0,0,99,99,1577,0,0,99,0,0,1077,1072
substance,n-butylbenzene,1676,10893,10886,1676,0,0,0,0,1676,0,0,0,0,0,1676,1676
substance,Carbamazepin,1644,16994,4087,891,0,0,7,7,1637,0,0,7,1644,0,365,365
substance,Clarithromycin,1617,10424,5916,1438,633,0,2,2,1615,0,0,2,1617,113,958,958
substance,Dibutyltin,1614,12441,3996,1325,0,0,187,187,1427,0,0,187,0,0,1297,1297
substance,Trichlorofluoromethane,1589,8068,7808,1534,0,0,55,55,1534,0,0,55,0,0,1529,1529
substance,Ibuprofen,1584,15890,5668,1125,104,0,0,0,1584,0,0,0,1584,0,381,381
substance,"2,4,6-trichlorophenol",1568,16955,15758,1412,0,0,156,156,1408,0,4,156,0,0,1406,1406
substance,EDTA,1565,18074,2526,628,0,0,12,12,1553,0,0,12,0,0,144,144
substance,"2,4,5-trichlorophenol",1560,16891,15890,1430,0,0,130,130,1426,0,4,130,0,0,1421,1421
substance,4-methyl-phenol,1548,17312,16820,1548,0,0,0,0,1548,0,0,0,0,0,1476,1476
substance,NTA,1548,17586,7730,1295,0,0,0,0,1548,0,0,0,0,0,447,447
substance,Pyridate,1525,9053,3259,1390,0,0,128,128,1397,0,0,128,0,0,1389,1389
substance,Metazachlor OA,1505,14802,4585,798,0,0,0,0,1505,0,0,0,0,0,379,379
substance,"4-nonylphenol, branched",1494,7364,6086,1283,0,0,20,20,1474,0,0,20,0,0,1160,1160
substance,"1,2,4-trimethylbenzene",1467,9034,9022,1467,0,0,0,0,1467,0,0,0,0,0,1467,1467
substance,"PCB 118 (2,3’,4,4’,5-pentachlorobiphenyl)",1432,8729,6733,1171,0,0,148,148,1252,0,32,148,0,0,1091,1091
substance,4-Isopropylaniline,1409,7814,7719,1409,0,0,0,0,1409,0,0,0,0,0,1362,1362
substance,"2,3,4,5-tetrachlorophenol",1396,15514,15418,1396,0,0,0,0,1396,0,0,0,0,0,1375,1375
substance,Erythromycin,1374,8704,7989,1368,99,0,0,0,1374,0,0,0,1374,91,1253,1253
substance,Nicosulfuron,1360,6570,6071,1348,1311,0,0,0,1360,0,0,0,1360,1204,1277,1277
substance,Musk xylene,1349,15278,15198,1349,0,0,0,0,1349,0,0,0,0,0,1337,1337
substance,2-methyl-phenol,1318,16004,15869,1318,0,0,0,0,1318,0,0,0,0,0,1313,1313
substance,2-naphthol,1317,15168,14761,1292,0,0,25,25,1292,0,0,25,0,0,1267,1267
substance,"1,3-dichloropropane",1299,8275,8274,1299,0,0,0,0,1299,0,0,0,0,0,1299,1299
substance,"1,1-dichloropropene",1289,8233,8233,1289,0,0,0,0,1289,0,0,0,0,0,1289,1289
substance,Chloridazon methyl desphenyl,1285,13552,7258,902,0,0,0,0,1285,0,0,0,0,0,698,698
substance,Triclosan,1278,14414,13617,1274,1116,0,0,0,1278,0,0,0,1278,328,1234,1234
substance,4-isopropyltoluene,1263,6999,6992,1263,0,0,0,0,1263,0,0,0,0,0,1261,1261
substance,Quintozene,1257,7695,3202,1126,0,0,124,124,1133,0,0,124,0,0,1125,1125
substance,tert-butylbenzene,1249,6940,6920,1249,0,0,0,0,1249,0,0,0,0,0,1229,1229
substance,Chlordecone (Kepone),1245,7585,2479,1059,0,0,179,179,1066,0,0,179,0,0,1058,1058
substance,"PCB 28 (2,4,4’-trichlorobiphenyl)",1243,7626,6350,1114,0,0,81,81,1149,0,13,81,0,0,1051,1051
substance,Bis(pentabromophenyl) ether,1239,11213,4230,1023,0,0,44,44,1195,0,0,44,0,0,888,888
substance,Thiabendazole,1221,6595,6472,1217,0,0,0,0,1221,0,0,0,0,0,1204,1204
substance,Azitromycin,1214,7005,6133,1119,1195,0,0,0,1214,0,0,0,1214,926,957,957
substance,Fluquinconazole,1211,7949,2695,1099,0,0,102,102,1109,0,0,102,0,0,1099,1099
substance,Fluorine,1195,10316,1652,206,0,0,236,0,959,0,0,236,0,0,174,174
substance,Diethyltoluamide (DEET),1185,13865,4599,1037,0,0,0,0,1185,0,0,0,0,0,132,132
substance,Deltamethrin,1125,3920,3920,1125,1125,0,0,0,1125,0,0,0,1125,1125,1125,1125
substance,Azinphos-methyl,1124,6637,6618,1124,0,0,0,0,1124,0,0,0,0,0,1121,1121
substance,"2,3,4,6-tetrachlorophenol",1118,13733,13727,1118,0,0,0,0,1118,0,0,0,0,0,1116,1116
substance,Sulfamethoxazol,1104,11800,5673,934,0,0,1,1,1103,0,0,1,0,0,471,471
substance,Bifenthrin,1100,3842,3841,1100,1100,0,0,0,1100,0,0,0,1100,1100,1100,1100
substance,Esfenvalerate,1098,3840,3839,1098,1098,0,0,0,1098,0,0,0,1098,1098,1097,1097
substance,Deisopropyldeethylatrazine,1068,9058,6874,1049,0,0,10,10,1058,0,0,10,0,0,1031,1031
substance,"1,2,3-trichloropropane",1066,5002,5002,1066,0,0,0,0,1066,0,0,0,0,0,1066,1066
substance,Iodofenphos,1052,6540,2902,944,0,0,108,108,944,0,0,108,0,0,943,943
substance,Free cyanide,1040,13473,6599,756,0,0,2,2,1038,0,0,2,0,0,556,556
substance,Ioxynil,1031,6910,0,818,0,0,212,212,819,0,0,212,0,0,818,818
substance,"1,2,5,6,9,10-hexabromocyclododecane",1028,9521,9446,1028,0,0,0,0,1028,0,0,0,0,0,1022,1022
substance,Bromochloromethane,1019,7847,7843,1019,0,0,0,0,1019,0,0,0,0,0,1019,1019
substance,Octabromodiphenyl ether,1001,8460,2980,818,0,0,24,24,977,0,0,24,0,0,699,699
substance,Monolinuron,994,4742,4734,994,0,0,0,0,994,0,0,0,0,0,991,991
substance,"2,2-dichloropropane",959,6078,6078,959,0,0,0,0,959,0,0,0,0,0,959,959
substance,Benzotriazol,954,10414,1118,299,0,0,3,3,951,0,0,3,0,0,79,79
substance,Fonofos,946,4239,4239,946,0,0,0,0,946,0,0,0,0,0,946,946
substance,Chloridazon desphenyl,943,10433,6438,698,0,0,0,0,943,0,0,0,0,0,579,579
substance,Captan,942,5554,5156,883,0,0,59,59,883,0,0,59,0,0,883,883
substance,Bromophos,931,7460,7460,931,0,0,0,0,931,0,0,0,0,0,931,931
substance,"PCB 52 (2,2’,5,5’-tetrachlorobiphenyl)",929,5641,4416,785,0,0,77,77,838,0,14,77,0,0,732,732
substance,"PCB 153 (2,2’,4,4’,5,5’-hexachlorobiphenyl)",928,5644,4006,746,0,0,79,79,835,0,14,79,0,0,700,700
substance,"PCB 138 (2,2’,3,4,4’,5’-hexachlorobiphenyl)",928,5636,4174,760,0,0,65,65,849,0,14,65,0,0,704,704
substance,M-xylene,926,6077,1698,907,0,0,0,0,924,0,2,0,0,0,892,746
substance,"2,6-dichlorophenol",920,9740,9445,871,0,0,49,49,871,0,0,49,0,0,870,870
substance,Methidathion,899,7295,7293,899,0,0,0,0,899,0,0,0,0,0,899,899
substance,Dibutylphthalate,887,9394,6353,637,0,0,196,196,691,0,0,196,0,0,626,626
substance,"PCB 101 (2,2’,4,5,5’-pentachlorobiphenyl)",881,5479,4124,719,0,1,74,74,793,0,14,74,0,0,673,673
substance,"1,2-dibromo-3-chloropropane",881,4363,4363,881,0,0,0,0,881,0,0,0,0,0,881,881
substance,Secchi depth,858,3068,0,0,0,0,843,0,15,0,0,843,0,0,0,0
substance,Dibromomethane,845,5568,5567,845,0,0,0,0,845,0,0,0,0,0,845,845
substance,"PCB 126 (3,3’,4,4’,5-pentachlorobiphenyl)",844,4798,1614,799,0,0,45,45,799,0,0,45,0,0,783,783
substance,Trimethoprim,840,8490,6893,800,0,0,1,1,839,0,0,1,0,0,707,707
substance,Isobenzane,825,4726,4723,825,0,0,0,0,825,0,0,0,0,0,825,825
substance,2-methylnaphthalene,797,9153,91,686,0,0,87,87,710,0,0,87,0,0,683,683
substance,"2,4-dinitrotoluene",796,9621,9426,796,0,0,0,0,796,0,0,0,0,0,782,782
substance,"2,4-DB",783,3699,447,781,0,0,0,0,783,0,0,0,0,0,781,781
substance,Terbufos,782,4343,4082,715,0,0,67,67,715,0,0,67,0,0,714,714
substance,Silicon,779,3085,8,5,0,0,0,0,779,0,0,0,0,0,2,2
substance,"1,2-dichloroethene",748,6125,4764,596,0,0,146,146,602,0,0,146,0,0,567,567
substance,Metoxuron,739,1674,1674,739,0,0,0,0,739,0,0,0,0,0,739,739
substance,Metobromuron,739,1681,1669,739,0,0,0,0,739,0,0,0,0,0,733,733
substance,Prochloraz,726,6771,6677,726,0,0,0,0,726,0,0,0,0,0,712,712
substance,Thifensulfuron-methyl,724,1567,1566,724,0,0,0,0,724,0,0,0,0,0,724,724
substance,BDE 183  (Heptabromodiphenylether),719,7615,7242,711,0,0,0,0,719,0,0,0,0,0,686,686
substance,Caffeine,714,8124,2522,604,0,0,4,4,710,0,0,4,0,0,110,110
substance,Methomyl,712,4637,3019,555,0,0,157,157,555,0,0,157,0,0,554,554
substance,Perfluorotridecanoic acid (PFTrDA),710,2802,2802,710,0,0,0,0,710,0,0,0,0,0,710,710
substance,Nonadecafluorodecanoic acid,710,2802,2764,710,0,0,0,0,710,0,0,0,0,0,700,700
substance,Perfluorodecanesulfonate (PFDS),710,2802,2802,710,0,0,0,0,710,0,0,0,0,0,710,710
substance,Perfluorohexane-1-sulphonic acid,710,2952,2817,701,0,0,0,0,710,0,0,0,0,0,689,689
substance,Perfluoropentanesulfonic acid (PFPeS),710,2802,2789,710,0,0,0,0,710,0,0,0,0,0,709,709
substance,Perfluoro dodecanoic acid,710,2802,2801,710,0,0,0,0,710,0,0,0,0,0,710,710
substance,Perfluorobutane sulfonic acid,710,2802,2449,693,0,0,0,0,710,0,0,0,0,0,619,619
substance,Perfluoroheptanoic acid,710,2802,2561,698,0,0,0,0,710,0,0,0,0,0,675,675
substance,Perfluoroheptanesulfonic acid (PFHpS),710,2802,2800,710,0,0,0,0,710,0,0,0,0,0,710,710
substance,Perfluorononanoic acid,710,2802,2755,706,0,0,0,0,710,0,0,0,0,0,697,697
substance,Perfluoro undecanoic acid,710,2802,2800,710,0,0,0,0,710,0,0,0,0,0,710,710
substance,2-Ethylhexyl 4-methoxycinnamate,708,7740,7275,700,0,0,0,0,708,0,0,0,0,0,661,661
substance,Naproxen,688,7207,4361,627,0,0,2,2,686,0,0,2,0,0,377,377
substance,Atenolol,688,7206,5698,670,0,0,3,3,685,0,0,3,0,0,570,570
substance,Perfluorononanesulfonic acid (PFNS),676,2649,2648,676,0,0,0,0,676,0,0,0,0,0,676,676
substance,Perfluorotridecanesulfonic acid (PFTrDS),676,2649,2649,676,0,0,0,0,676,0,0,0,0,0,676,676
substance,Perfluorodecane sulfonic acid (PFDoDS),676,2649,2649,676,0,0,0,0,676,0,0,0,0,0,676,676
substance,Perfluoroundecanesulfonic acid (PFUnDS),676,2649,2649,676,0,0,0,0,676,0,0,0,0,0,676,676
substance,Prosulfocarb,671,2059,1938,669,0,0,0,0,671,0,0,0,0,0,659,659
substance,Metoprolol,669,6977,1719,430,0,0,4,4,665,0,0,4,0,0,149,149
substance,Chlorine Cl-,665,9501,43,8,0,0,153,0,512,0,0,153,0,0,2,2
substance,"PCB 180 (2,2’,3,4,4’,5,5’-heptachlorobiphenyl)",663,3346,2817,599,0,0,64,64,599,0,0,64,0,0,574,574
substance,Hydroxysimazine,658,3037,253,600,0,0,57,57,601,0,0,57,0,0,600,600
substance,Simetryn,651,4378,4378,651,0,0,0,0,651,0,0,0,0,0,651,651
substance,Dichlorprop-P,625,4797,3423,606,0,0,19,19,606,0,0,19,0,0,605,605
substance,Polychlorinated biphenyls,623,2773,0,38,0,0,556,556,67,0,0,556,0,0,38,38
substance,"2,4-dichlorophenol",607,4887,3611,439,0,0,161,161,442,0,4,161,0,0,434,434
substance,Dichlorodifluoromethane,593,5449,5447,593,0,0,0,0,593,0,0,0,0,0,591,591
substance,Tebufenozide,592,3877,2672,484,0,0,108,108,484,0,0,108,0,0,484,484
substance,"PCB 209 (5,5’,6,6’-decachlorobiphenyl)",590,2491,79,554,0,0,36,36,554,0,0,36,0,0,554,542
substance,Heptachlor Epoxide A,581,3007,3007,581,0,0,0,0,581,0,0,0,0,0,581,581
substance,"2,6-Ditert-butyl-4-methylphenol",564,5957,5733,563,0,0,0,0,564,0,0,0,0,0,535,535
substance,Mirex,550,4053,3825,502,0,0,48,48,502,0,0,48,0,0,502,502
substance,"BDE 85 (2,2’,3,4,4’-pentabromodiphenyl ether)",534,3383,2705,499,0,0,34,34,500,0,0,34,0,0,415,415
substance,MTBE,511,4870,4170,482,0,0,16,16,495,0,0,16,0,0,433,433
substance,Chlorite,511,1407,1383,509,0,0,0,0,511,0,0,0,0,0,491,491
substance,Bromate,511,1407,1397,511,0,0,0,0,511,0,0,0,0,0,507,507
substance,Mecoprop-P (MCPP-P),502,3785,3520,502,0,0,0,0,502,0,0,0,0,0,489,489
substance,Metconazole,490,4225,4201,489,0,0,0,0,490,0,0,0,0,0,483,483
substance,Spinosad,490,1750,1750,490,0,0,0,0,490,0,0,0,0,0,490,490
substance,Dimethyl phthalate,467,4449,4416,464,0,0,3,3,464,0,0,3,0,0,463,463
substance,Bromomethane,461,4305,4289,455,0,0,6,6,455,0,0,6,0,0,455,455
substance,Titanium,429,4647,2443,237,0,0,89,89,330,0,10,89,0,0,204,204
substance,Chlorthiamid,415,3002,1799,307,0,0,108,108,307,0,0,108,0,0,307,307
substance,Butyl benzyl phthalate (BBP),409,4430,3442,320,0,0,80,80,329,0,0,80,0,0,320,320
substance,Chromium trioxide (CrO3),401,2025,508,325,0,0,20,20,381,0,0,20,0,0,317,309
substance,Amoxicillin,387,3286,3181,382,0,0,0,0,387,0,0,0,0,0,338,338
substance,"PCB 194 (1,2,3,4-tetrachloro-5-(2,3,4,5-tetrachlorophenyl)benzene)",371,2164,2140,368,0,0,3,3,368,0,0,3,0,0,366,366
substance,"BDE 138 (2,2’,3,4,4’,5’-hexabromodiphenyl ether)",368,2523,1883,334,0,0,34,34,334,0,0,34,0,0,332,332
substance,"PCB 169 (3,3’,4,4’,5,5’-hexachlorobiphenyl)",364,1942,1895,344,0,0,20,20,344,0,0,20,0,0,342,342
substance,Thiram,358,3859,3820,358,0,0,0,0,358,0,0,0,0,0,352,352
substance,"PCB 77 (3,3’,4,4’-tetrachlorobiphenyl)",358,1929,1830,333,0,0,25,25,333,0,0,25,0,0,329,329
substance,Metsulfuronmethyl,352,979,961,350,0,0,2,2,350,0,0,2,0,0,350,350
substance,Terbumeton-Desethyl,350,979,977,349,0,0,0,0,350,0,0,0,0,0,349,349
substance,Imidacloprid (Watch list only alternative code),346,4241,3100,320,206,0,0,0,346,0,0,0,346,99,228,228
substance,Hexabromocyclododecanes (HBCDD),344,2420,2246,336,0,0,0,0,344,0,0,0,0,0,314,314
substance,P-xylene,344,1703,1681,344,0,0,0,0,342,0,2,0,0,0,341,341
substance,Paraoxon,341,1009,1009,341,0,0,0,0,341,0,0,0,0,0,341,341
substance,3-methyl-4-chlorophenol,336,3467,3464,336,0,0,0,0,332,0,4,0,0,0,332,332
substance,Diclofop,334,954,946,333,0,0,0,0,334,0,0,0,0,0,331,331
substance,Fenazaquin,320,1844,1843,319,0,0,1,1,319,0,0,1,0,0,319,319
substance,"Brominated diphenylethers (congener numbers 28, 47, 99, 100, 153 and 154)",318,2631,2626,318,0,0,0,0,318,0,0,0,0,0,317,317
substance,Di-ethyl phthalate,316,3430,3389,310,0,0,6,6,310,0,0,6,0,0,310,310
substance,Bromoxynil octanoate,316,2169,675,315,0,0,1,1,315,0,0,1,0,0,315,315
substance,Dimoxystrobin,312,2447,2437,312,0,0,0,0,312,0,0,0,0,0,310,310
substance,"Octylphenols (CAS 1806-26-4) including isomer 4-(1,1',3,3'-tetramethylbutyl)-phenol (CAS 140-66-9)",309,3745,3202,302,0,0,0,0,309,0,0,0,0,0,259,259
substance,Desamino-diketo-metribuzin,304,2897,2799,304,0,0,0,0,304,0,0,0,0,0,294,294
substance,O-desmethylvenlafaxine,301,2550,942,154,0,0,0,0,301,0,0,0,0,0,86,86
substance,Chromium (III),289,976,471,195,0,0,94,94,195,0,0,94,0,0,139,139
substance,"Total PAHs (Benzo(a)pyrene, Benzo(b)fluoranthene, Benzo(k)fluoranthene, Benzo(ghi)perylene, Indeno(1,2,3-cd)pyrene)",269,893,845,266,0,0,0,0,269,0,0,0,0,0,260,260
substance,Desmedipham,268,2145,1905,268,0,0,0,0,268,0,0,0,0,0,244,244
substance,Methabenzthiazuron,258,3150,3142,258,0,0,0,0,258,0,0,0,0,0,258,258
substance,Flufenacet,251,3024,2699,250,0,0,0,0,251,0,0,0,0,0,204,204
substance,"1,3-dichloropropene",236,2007,1438,167,0,0,69,69,167,0,0,69,0,0,167,167
substance,1-methylnaphthalene,233,1793,93,221,0,0,10,10,223,0,0,10,0,0,217,217
substance,Venlafaxine,232,1871,824,163,0,0,0,0,232,0,0,0,0,0,89,89
substance,Dinoseb,231,1522,1377,231,0,0,0,0,231,0,0,0,0,0,230,230
substance,Sulcotrione,220,2536,2532,220,0,0,0,0,220,0,0,0,0,0,219,219
substance,Nonylphenol,220,917,879,219,0,0,0,0,220,0,0,0,0,0,206,206
substance,Nitrophen,217,1257,1252,216,0,0,1,1,216,0,0,1,0,0,216,216
substance,Ciprofloxacin,216,1335,1265,182,0,0,0,0,216,0,0,0,0,0,175,175
substance,Fluconazole,216,1946,1616,182,0,0,0,0,216,0,0,0,0,0,158,158
substance,Alkalinity,208,715,3,3,0,0,0,0,208,0,0,0,0,0,0,0
substance,Estrone (E1),205,1152,548,169,187,0,0,0,205,0,0,0,205,95,104,104
substance,4-chloro-2-methylphenol,203,2278,2203,189,0,0,14,14,189,0,0,14,0,0,188,188
substance,Tetraconazole,197,1352,1351,197,0,0,0,0,197,0,0,0,0,0,197,197
substance,17beta-estradiol (E2),194,1152,1102,194,176,0,0,0,194,0,0,0,194,176,189,189
substance,17alpha-ethinylestradiol (EE2),194,1152,1124,194,176,0,0,0,194,0,0,0,194,176,191,191
substance,Dimethenamid,186,343,343,186,0,0,0,0,186,0,0,0,0,0,186,186
substance,Picolinafen,181,2424,2418,181,0,0,0,0,181,0,0,0,0,0,181,181
substance,"Naphthalene, chloro derivatives",177,1019,329,74,0,0,90,90,87,0,0,90,0,0,70,59
substance,Famoxadone,177,1317,1305,177,0,0,0,0,177,0,0,0,0,0,177,177
substance,Ipconazole,176,1316,1308,170,0,0,0,0,176,0,0,0,0,0,169,169
substance,Penconazole,176,1324,1321,176,0,0,0,0,176,0,0,0,0,0,175,175
substance,Miconazole,174,1314,1293,173,0,0,0,0,174,0,0,0,0,0,170,170
substance,Clotrimazole,174,1314,1280,173,0,0,0,0,174,0,0,0,0,0,171,171
substance,Bezafibrate,173,2051,2024,171,0,0,2,2,171,0,0,2,0,0,171,171
substance,Chloroacetic acid,170,900,852,170,0,0,0,0,170,0,0,0,0,0,161,161
substance,Hexachloroethane,169,547,547,169,0,0,0,0,169,0,0,0,0,0,169,169
substance,Bromopho-Ethyl,169,853,853,169,0,0,0,0,169,0,0,0,0,0,169,169
substance,Tributyltin compounds,164,640,629,164,0,0,0,0,164,0,0,0,0,0,158,158
substance,"1,1,1,3-tetrachloropropane",161,653,653,161,0,0,0,0,161,0,0,0,0,0,161,161
substance,Tolyltriazole,160,1944,1885,160,0,0,0,0,160,0,0,0,0,0,157,157
substance,Dichlophenthion,156,796,796,156,0,0,0,0,156,0,0,0,0,0,156,156
substance,Disulfoton,155,589,589,155,0,0,0,0,155,0,0,0,0,0,155,155
substance,Fenbutatin oxide,150,675,675,150,0,0,0,0,150,0,0,0,0,0,150,150
substance,Trichloroacetic acid,149,589,572,136,0,0,12,12,137,0,0,12,0,0,135,135
substance,Triazophos,148,717,717,148,0,0,0,0,148,0,0,0,0,0,148,148
substance,Hydrocarbons,146,852,390,80,0,0,66,0,80,0,0,66,0,0,69,69
substance,Quizalofop,146,298,298,146,0,0,0,0,146,0,0,0,0,0,146,146
substance,Epichlorohydrin,144,617,617,144,0,0,0,0,144,0,0,0,0,0,144,144
substance,Acrylamide,142,580,565,141,0,0,0,0,142,0,0,0,0,0,132,132
substance,Pentabromoethylbenzene,142,1718,0,45,0,0,70,70,72,0,0,70,0,0,45,45
substance,Dichloroacetic acid,137,575,574,136,0,0,0,0,137,0,0,0,0,0,136,136
substance,Phoxim,133,1607,1607,133,0,0,0,0,133,0,0,0,0,0,133,133
substance,Diketo-metribuzin,126,383,379,126,0,0,0,0,126,0,0,0,0,0,124,124
substance,Demeton-S-methylsulfon,126,895,735,93,0,0,33,33,92,0,1,33,0,0,92,92
substance,Turbidity,122,868,3,2,0,0,0,0,122,0,0,0,0,0,0,0
substance,2-chloroethylphosphonic acid,120,747,738,120,0,0,0,0,120,0,0,0,0,0,107,107
substance,Aminotriazole,119,260,260,119,0,0,0,0,119,0,0,0,0,0,119,119
substance,Fluroxypyr,119,260,260,119,0,0,0,0,119,0,0,0,0,0,119,119
substance,Microcystin,102,132,132,102,0,0,0,0,102,0,0,0,0,0,102,102
substance,3-hydroxycarbofuran,99,253,252,99,0,0,0,0,99,0,0,0,0,0,99,99
substance,Sulfosulfuron,99,252,252,99,0,0,0,0,99,0,0,0,0,0,99,99
substance,"2,6-dichlorobenzoic acid",96,245,245,96,0,0,0,0,96,0,0,0,0,0,96,96
substance,"PCB 157 (2,3,3’,4,4’,5’-hexachlorobiphenyl)",95,328,95,33,0,0,62,62,33,0,0,62,0,0,32,32
substance,"Total DDD (DDD, o,p' + DDD, p,p')",92,323,131,58,0,0,34,34,58,0,0,34,0,0,57,57
substance,Ziram,92,368,223,91,0,0,1,1,91,0,0,1,0,0,59,59
substance,Nitrophenol,89,218,216,89,0,0,0,0,89,0,0,0,0,0,88,88
substance,Phosphorothioic acid,88,1001,1001,88,0,0,0,0,88,0,0,0,0,0,88,88
substance,Nitrobenzene,86,888,836,86,0,0,0,0,86,0,0,0,0,0,82,82
substance,Fenoprop,84,495,351,84,0,0,0,0,84,0,0,0,0,0,84,84
substance,Carbaryl,81,90,90,81,0,0,0,0,81,0,0,0,0,0,81,81
substance,Total cyclodiene pesticides (aldrin + dieldrin + endrin + isodrin),76,943,943,76,0,0,0,0,76,0,0,0,0,0,76,76
